year,planning_area_clean,subzone_clean,model,forecast_children_18m_to_6
2030,SIMPANG,SIMPANG SOUTH,Linear,0.0
2026,SIMPANG,SIMPANG SOUTH,Prophet,0.0
2027,SIMPANG,SIMPANG SOUTH,Prophet,0.0
2028,SIMPANG,SIMPANG SOUTH,Prophet,0.0
2029,SIMPANG,SIMPANG SOUTH,Prophet,0.0
2030,SIMPANG,SIMPANG SOUTH,Prophet,0.0
2026,SIMPANG,TANJONG IRAU,Linear,0.0
2027,SIMPANG,TANJONG IRAU,Linear,0.0
2028,SIMPANG,TANJONG IRAU,Linear,0.0
2029,SIMPANG,TANJONG IRAU,Linear,0.0
2030,SIMPANG,TANJONG IRAU,Linear,0.0
2026,SIMPANG,TANJONG IRAU,Prophet,0.0
2027,SIMPANG,TANJONG IRAU,Prophet,0.0
2028,SIMPANG,TANJONG IRAU,Prophet,0.0
2029,SIMPANG,TANJONG IRAU,Prophet,0.0
2030,SIMPANG,TANJONG IRAU,Prophet,0.0
2026,SINGAPORE RIVER,BOAT QUAY,Linear,0.0
2027,SINGAPORE RIVER,BOAT QUAY,Linear,0.0
2028,SINGAPORE RIVER,BOAT QUAY,Linear,0.0
2029,SINGAPORE RIVER,BOAT QUAY,Linear,0.0
2030,SINGAPORE RIVER,BOAT QUAY,Linear,0.0
2026,SINGAPORE RIVER,BOAT QUAY,Prophet,0.0
2027,SINGAPORE RIVER,BOAT QUAY,Prophet,0.0
2028,SINGAPORE RIVER,BOAT QUAY,Prophet,0.0
2029,SINGAPORE RIVER,BOAT QUAY,Prophet,0.0
2030,SINGAPORE RIVER,BOAT QUAY,Prophet,0.0
2026,SINGAPORE RIVER,CLARKE QUAY,Linear,0.0
2027,SINGAPORE RIVER,CLARKE QUAY,Linear,0.0
2028,SINGAPORE RIVER,CLARKE QUAY,Linear,0.0
2029,SINGAPORE RIVER,CLARKE QUAY,Linear,0.0
2030,SINGAPORE RIVER,CLARKE QUAY,Linear,0.0
2026,SINGAPORE RIVER,CLARKE QUAY,Prophet,0.0
2027,SINGAPORE RIVER,CLARKE QUAY,Prophet,0.0
2028,SINGAPORE RIVER,CLARKE QUAY,Prophet,0.0
2029,SINGAPORE RIVER,CLARKE QUAY,Prophet,0.0
2030,SINGAPORE RIVER,CLARKE QUAY,Prophet,0.0
2026,SINGAPORE RIVER,ROBERTSON QUAY,Linear,256.6666666666715
2027,SINGAPORE RIVER,ROBERTSON QUAY,Linear,230.87878787879163
2028,SINGAPORE RIVER,ROBERTSON QUAY,Linear,205.09090909091174
2029,SINGAPORE RIVER,ROBERTSON QUAY,Linear,179.30303030303185
2030,SINGAPORE RIVER,ROBERTSON QUAY,Linear,153.51515151515196
2026,SINGAPORE RIVER,ROBERTSON QUAY,Prophet,471.09308528170516
2027,SINGAPORE RIVER,ROBERTSON QUAY,Prophet,485.45395594027843
2028,SINGAPORE RIVER,ROBERTSON QUAY,Prophet,499.8541714499712
2029,SINGAPORE RIVER,ROBERTSON QUAY,Prophet,514.2150421085445
2030,SINGAPORE RIVER,ROBERTSON QUAY,Prophet,528.5759127671179
2026,SOUTHERN ISLANDS,SENTOSA,Linear,153.33333333333576
2027,SOUTHERN ISLANDS,SENTOSA,Linear,140.9393939393958
2028,SOUTHERN ISLANDS,SENTOSA,Linear,128.54545454545587
2029,SOUTHERN ISLANDS,SENTOSA,Linear,116.15151515151592
2030,SOUTHERN ISLANDS,SENTOSA,Linear,103.75757575757598
2026,SOUTHERN ISLANDS,SENTOSA,Prophet,278.52172439354393
2027,SOUTHERN ISLANDS,SENTOSA,Prophet,290.01321629074107
2028,SOUTHERN ISLANDS,SENTOSA,Prophet,301.5361917273827
2029,SOUTHERN ISLANDS,SENTOSA,Prophet,313.0276836245799
2030,SOUTHERN ISLANDS,SENTOSA,Prophet,324.519175521777
2026,SOUTHERN ISLANDS,SOUTHERN GROUP,Linear,0.0
2027,SOUTHERN ISLANDS,SOUTHERN GROUP,Linear,0.0
2028,SOUTHERN ISLANDS,SOUTHERN GROUP,Linear,0.0
2029,SOUTHERN ISLANDS,SOUTHERN GROUP,Linear,0.0
2030,SOUTHERN ISLANDS,SOUTHERN GROUP,Linear,0.0
2026,SOUTHERN ISLANDS,SOUTHERN GROUP,Prophet,0.0
2027,SOUTHERN ISLANDS,SOUTHERN GROUP,Prophet,0.0
2028,SOUTHERN ISLANDS,SOUTHERN GROUP,Prophet,0.0
2029,SOUTHERN ISLANDS,SOUTHERN GROUP,Prophet,0.0
2030,SOUTHERN ISLANDS,SOUTHERN GROUP,Prophet,0.0
2026,STRAITS VIEW,STRAITS VIEW,Linear,0.0
2027,STRAITS VIEW,STRAITS VIEW,Linear,0.0
2028,STRAITS VIEW,STRAITS VIEW,Linear,0.0
2029,STRAITS VIEW,STRAITS VIEW,Linear,0.0
2030,STRAITS VIEW,STRAITS VIEW,Linear,0.0
2026,STRAITS VIEW,STRAITS VIEW,Prophet,0.0
2027,STRAITS VIEW,STRAITS VIEW,Prophet,0.0
2028,STRAITS VIEW,STRAITS VIEW,Prophet,0.0
2029,STRAITS VIEW,STRAITS VIEW,Prophet,0.0
2030,STRAITS VIEW,STRAITS VIEW,Prophet,0.0
2026,SUNGEI KADUT,GALI BATU,Linear,0.0
2027,SUNGEI KADUT,GALI BATU,Linear,0.0
2028,SUNGEI KADUT,GALI BATU,Linear,0.0
2029,SUNGEI KADUT,GALI BATU,Linear,0.0
2030,SUNGEI KADUT,GALI BATU,Linear,0.0
2026,SUNGEI KADUT,GALI BATU,Prophet,0.0
2027,SUNGEI KADUT,GALI BATU,Prophet,0.0
2028,SUNGEI KADUT,GALI BATU,Prophet,0.0
2029,SUNGEI KADUT,GALI BATU,Prophet,0.0
2030,SUNGEI KADUT,GALI BATU,Prophet,0.0
2026,SUNGEI KADUT,KRANJI,Linear,0.0
2027,SUNGEI KADUT,KRANJI,Linear,0.0
2028,SUNGEI KADUT,KRANJI,Linear,0.0
2029,SUNGEI KADUT,KRANJI,Linear,0.0
2030,SUNGEI KADUT,KRANJI,Linear,0.0
2026,SUNGEI KADUT,KRANJI,Prophet,0.0
2027,SUNGEI KADUT,KRANJI,Prophet,0.0
2028,SUNGEI KADUT,KRANJI,Prophet,0.0
2029,SUNGEI KADUT,KRANJI,Prophet,0.0
2030,SUNGEI KADUT,KRANJI,Prophet,0.0
2026,SUNGEI KADUT,PANG SUA,Linear,0.0
2027,SUNGEI KADUT,PANG SUA,Linear,0.0
2028,SUNGEI KADUT,PANG SUA,Linear,0.0
2029,SUNGEI KADUT,PANG SUA,Linear,0.0
2030,SUNGEI KADUT,PANG SUA,Linear,0.0
2026,SUNGEI KADUT,PANG SUA,Prophet,0.0
2027,SUNGEI KADUT,PANG SUA,Prophet,0.0
2028,SUNGEI KADUT,PANG SUA,Prophet,0.0
2029,SUNGEI KADUT,PANG SUA,Prophet,0.0
2030,SUNGEI KADUT,PANG SUA,Prophet,0.0
2026,SUNGEI KADUT,RESERVOIR VIEW,Linear,0.0
2027,SUNGEI KADUT,RESERVOIR VIEW,Linear,0.0
2028,SUNGEI KADUT,RESERVOIR VIEW,Linear,0.0
2029,SUNGEI KADUT,RESERVOIR VIEW,Linear,0.0
2030,SUNGEI KADUT,RESERVOIR VIEW,Linear,0.0
2026,SUNGEI KADUT,RESERVOIR VIEW,Prophet,0.0
2027,SUNGEI KADUT,RESERVOIR VIEW,Prophet,0.0
2028,SUNGEI KADUT,RESERVOIR VIEW,Prophet,0.0
2029,SUNGEI KADUT,RESERVOIR VIEW,Prophet,0.0
2030,SUNGEI KADUT,RESERVOIR VIEW,Prophet,0.0
2026,SUNGEI KADUT,TURF CLUB,Linear,0.0
2027,SUNGEI KADUT,TURF CLUB,Linear,0.0
2028,SUNGEI KADUT,TURF CLUB,Linear,0.0
2029,SUNGEI KADUT,TURF CLUB,Linear,0.0
2030,SUNGEI KADUT,TURF CLUB,Linear,0.0
2026,SUNGEI KADUT,TURF CLUB,Prophet,20.141769876499794
2027,SUNGEI KADUT,TURF CLUB,Prophet,19.22643124980151
2028,SUNGEI KADUT,TURF CLUB,Prophet,18.308584846043775
2029,SUNGEI KADUT,TURF CLUB,Prophet,17.393246219345496
2030,SUNGEI KADUT,TURF CLUB,Prophet,16.477907592647213
2026,TAMPINES,SIMEI,Linear,479.0
2027,TAMPINES,SIMEI,Linear,85.54545454541221
2028,TAMPINES,SIMEI,Linear,0.0
2029,TAMPINES,SIMEI,Linear,0.0
2030,TAMPINES,SIMEI,Linear,0.0
2026,TAMPINES,SIMEI,Prophet,720.9158926376781
2027,TAMPINES,SIMEI,Prophet,373.87512915473326
2028,TAMPINES,SIMEI,Prophet,25.883569059505323
2029,TAMPINES,SIMEI,Prophet,0.0
2030,TAMPINES,SIMEI,Prophet,0.0
2026,TAMPINES,TAMPINES EAST,Linear,3093.0
2027,TAMPINES,TAMPINES EAST,Linear,2023.5454545454122
2028,TAMPINES,TAMPINES EAST,Linear,954.0909090908244
2029,TAMPINES,TAMPINES EAST,Linear,0.0
2030,TAMPINES,TAMPINES EAST,Linear,0.0
2026,TAMPINES,TAMPINES EAST,Prophet,4947.080073897332
2027,TAMPINES,TAMPINES EAST,Prophet,4291.9498158788265
2028,TAMPINES,TAMPINES EAST,Prophet,3635.0246804410867
2029,TAMPINES,TAMPINES EAST,Prophet,2979.894422422581
2030,TAMPINES,TAMPINES EAST,Prophet,2324.7641644040755
2026,TAMPINES,TAMPINES NORTH,Linear,5627.666666666511
2027,TAMPINES,TAMPINES NORTH,Linear,6274.878787878668
2028,TAMPINES,TAMPINES NORTH,Linear,6922.090909090824
2029,TAMPINES,TAMPINES NORTH,Linear,7569.303030302981
2030,TAMPINES,TAMPINES NORTH,Linear,8216.515151515137
2026,TAMPINES,TAMPINES NORTH,Prophet,2825.614860609599
2027,TAMPINES,TAMPINES NORTH,Prophet,2975.830344941648
2028,TAMPINES,TAMPINES NORTH,Prophet,3126.4573785458397
2029,TAMPINES,TAMPINES NORTH,Prophet,3276.6728628778883
2030,TAMPINES,TAMPINES NORTH,Prophet,3426.8883472099374
2026,TAMPINES,TAMPINES WEST,Linear,3479.6666666665114
2027,TAMPINES,TAMPINES WEST,Linear,2959.42424242408
2028,TAMPINES,TAMPINES WEST,Linear,2439.181818181649
2029,TAMPINES,TAMPINES WEST,Linear,1918.9393939392176
2030,TAMPINES,TAMPINES WEST,Linear,1398.6969696967863
2026,TAMPINES,TAMPINES WEST,Prophet,4268.50768205382
2027,TAMPINES,TAMPINES WEST,Prophet,3956.4268877750646
2028,TAMPINES,TAMPINES WEST,Prophet,3643.491077621571
2029,TAMPINES,TAMPINES WEST,Prophet,3331.4102833428146
2030,TAMPINES,TAMPINES WEST,Prophet,3019.32948906406
2026,TAMPINES,XILIN,Linear,48.66666666666424
2027,TAMPINES,XILIN,Linear,39.96969696969609
2028,TAMPINES,XILIN,Linear,31.272727272724296
2029,TAMPINES,XILIN,Linear,22.575757575756143
2030,TAMPINES,XILIN,Linear,13.878787878787989
2026,TAMPINES,XILIN,Prophet,27.77192702643073
2027,TAMPINES,XILIN,Prophet,15.51461684187063
2028,TAMPINES,XILIN,Prophet,3.2237249855718857
2029,TAMPINES,XILIN,Prophet,0.0
2030,TAMPINES,XILIN,Prophet,0.0
2026,TANGLIN,CHATSWORTH,Linear,288.33333333334303
2027,TANGLIN,CHATSWORTH,Linear,225.21212121212739
2028,TANGLIN,CHATSWORTH,Linear,162.09090909091174
2029,TANGLIN,CHATSWORTH,Linear,98.96969696969609
2030,TANGLIN,CHATSWORTH,Linear,35.84848484849499
2026,TANGLIN,CHATSWORTH,Prophet,621.9659799171409
2027,TANGLIN,CHATSWORTH,Prophet,622.9270330662387
2028,TANGLIN,CHATSWORTH,Prophet,623.8907192376628
2029,TANGLIN,CHATSWORTH,Prophet,624.8517723867604
2030,TANGLIN,CHATSWORTH,Prophet,625.8128255358582
2026,TANGLIN,NASSIM,Linear,541.6666666666861
2027,TANGLIN,NASSIM,Linear,446.60606060607824
2028,TANGLIN,NASSIM,Linear,351.5454545454704
2029,TANGLIN,NASSIM,Linear,256.4848484848626
2030,TANGLIN,NASSIM,Linear,161.42424242425477
2026,TANGLIN,NASSIM,Prophet,1073.8959996956582
2027,TANGLIN,NASSIM,Prophet,1078.1850375287224
2028,TANGLIN,NASSIM,Prophet,1082.4858261503703
2029,TANGLIN,NASSIM,Prophet,1086.7748639834342
2030,TANGLIN,NASSIM,Prophet,1091.0639018164986
2026,TANGLIN,RIDOUT,Linear,90.0
2027,TANGLIN,RIDOUT,Linear,80.36363636363603
2028,TANGLIN,RIDOUT,Linear,70.72727272727207
2029,TANGLIN,RIDOUT,Linear,61.0909090909081
2030,TANGLIN,RIDOUT,Linear,51.45454545454413
2026,TANGLIN,RIDOUT,Prophet,143.3315867940048
2027,TANGLIN,RIDOUT,Prophet,143.24748152552132
2028,TANGLIN,RIDOUT,Prophet,143.1631458316447
2029,TANGLIN,RIDOUT,Prophet,143.07904056316124
2030,TANGLIN,RIDOUT,Prophet,142.99493529467776
2026,TANGLIN,TYERSALL,Linear,184.0
2027,TANGLIN,TYERSALL,Linear,156.8181818181838
2028,TANGLIN,TYERSALL,Linear,129.63636363636033
2029,TANGLIN,TYERSALL,Linear,102.45454545454413
2030,TANGLIN,TYERSALL,Linear,75.27272727272793
2026,TANGLIN,TYERSALL,Prophet,318.1413411065535
2027,TANGLIN,TYERSALL,Prophet,312.82598324942103
2028,TANGLIN,TYERSALL,Prophet,307.4960627680225
2029,TANGLIN,TYERSALL,Prophet,302.1807049108901
2030,TANGLIN,TYERSALL,Prophet,296.8653470537577
2026,TENGAH,BRICKLAND,Linear,0.0
2027,TENGAH,BRICKLAND,Linear,0.0
2028,TENGAH,BRICKLAND,Linear,0.0
2029,TENGAH,BRICKLAND,Linear,0.0
2030,TENGAH,BRICKLAND,Linear,0.0
2026,TENGAH,BRICKLAND,Prophet,0.0
2027,TENGAH,BRICKLAND,Prophet,0.0
2028,TENGAH,BRICKLAND,Prophet,0.0
2029,TENGAH,BRICKLAND,Prophet,0.0
2030,TENGAH,BRICKLAND,Prophet,0.0
2026,TENGAH,FOREST HILL,Linear,0.0
2027,TENGAH,FOREST HILL,Linear,0.0
2028,TENGAH,FOREST HILL,Linear,0.0
2029,TENGAH,FOREST HILL,Linear,0.0
2030,TENGAH,FOREST HILL,Linear,0.0
2026,TENGAH,FOREST HILL,Prophet,0.0
2027,TENGAH,FOREST HILL,Prophet,0.0
2028,TENGAH,FOREST HILL,Prophet,0.0
2029,TENGAH,FOREST HILL,Prophet,0.0
2030,TENGAH,FOREST HILL,Prophet,0.0
2026,TENGAH,GARDEN,Linear,406.66666666665697
2027,TENGAH,GARDEN,Linear,493.8095238095266
2028,TENGAH,GARDEN,Linear,580.9523809523962
2029,TENGAH,GARDEN,Linear,668.0952380952367
2030,TENGAH,GARDEN,Linear,755.2380952381063
2026,TENGAH,GARDEN,Prophet,610.0
2027,TENGAH,GARDEN,Prophet,610.0
2028,TENGAH,GARDEN,Prophet,610.0
2029,TENGAH,GARDEN,Prophet,610.0
2030,TENGAH,GARDEN,Prophet,610.0
2026,TENGAH,PARK,Linear,196.66666666667152
2027,TENGAH,PARK,Linear,238.80952380952658
2028,TENGAH,PARK,Linear,280.95238095238165
2029,TENGAH,PARK,Linear,323.0952380952367
2030,TENGAH,PARK,Linear,365.2380952380918
2026,TENGAH,PARK,Prophet,295.0
2027,TENGAH,PARK,Prophet,295.0
2028,TENGAH,PARK,Prophet,295.0
2029,TENGAH,PARK,Prophet,295.0
2030,TENGAH,PARK,Prophet,295.0
2026,TENGAH,PLANTATION,Linear,1192.0
2027,TENGAH,PLANTATION,Linear,1437.5714285714203
2028,TENGAH,PLANTATION,Linear,1683.1428571428405
2029,TENGAH,PLANTATION,Linear,1928.7142857142608
2030,TENGAH,PLANTATION,Linear,2174.285714285681
2026,TENGAH,PLANTATION,Prophet,1305.0
2027,TENGAH,PLANTATION,Prophet,1305.0
2028,TENGAH,PLANTATION,Prophet,1305.0
2029,TENGAH,PLANTATION,Prophet,1305.0
2030,TENGAH,PLANTATION,Prophet,1305.0
2026,TENGAH,TENGAH INDUSTRIAL ESTATE,Linear,0.0
2027,TENGAH,TENGAH INDUSTRIAL ESTATE,Linear,0.0
2028,TENGAH,TENGAH INDUSTRIAL ESTATE,Linear,0.0
2029,TENGAH,TENGAH INDUSTRIAL ESTATE,Linear,0.0
2030,TENGAH,TENGAH INDUSTRIAL ESTATE,Linear,0.0
2026,TENGAH,TENGAH INDUSTRIAL ESTATE,Prophet,0.0
2027,TENGAH,TENGAH INDUSTRIAL ESTATE,Prophet,0.0
2028,TENGAH,TENGAH INDUSTRIAL ESTATE,Prophet,0.0
2029,TENGAH,TENGAH INDUSTRIAL ESTATE,Prophet,0.0
2030,TENGAH,TENGAH INDUSTRIAL ESTATE,Prophet,0.0
2026,TOA PAYOH,BIDADARI,Linear,846.6666666666861
2027,TOA PAYOH,BIDADARI,Linear,956.9696969696961
2028,TOA PAYOH,BIDADARI,Linear,1067.2727272727352
2029,TOA PAYOH,BIDADARI,Linear,1177.5757575757743
2030,TOA PAYOH,BIDADARI,Linear,1287.8787878787844
2026,TOA PAYOH,BIDADARI,Prophet,354.04946665408664
2027,TOA PAYOH,BIDADARI,Prophet,373.4192782696261
2028,TOA PAYOH,BIDADARI,Prophet,392.84215786219454
2029,TOA PAYOH,BIDADARI,Prophet,412.21196947773393
2030,TOA PAYOH,BIDADARI,Prophet,431.5817810932733
2026,TOA PAYOH,BOON TECK,Linear,620.666666666657
2027,TOA PAYOH,BOON TECK,Linear,559.6060606060491
2028,TOA PAYOH,BOON TECK,Linear,498.54545454545587
2029,TOA PAYOH,BOON TECK,Linear,437.48484848484804
2030,TOA PAYOH,BOON TECK,Linear,376.4242424242402
2026,TOA PAYOH,BOON TECK,Prophet,694.8517678756068
2027,TOA PAYOH,BOON TECK,Prophet,645.8740008306997
2028,TOA PAYOH,BOON TECK,Prophet,596.7620481226556
2029,TOA PAYOH,BOON TECK,Prophet,547.7842810777486
2030,TOA PAYOH,BOON TECK,Prophet,498.8065140328414
2026,TOA PAYOH,BRADDELL,Linear,222.0
2027,TOA PAYOH,BRADDELL,Linear,146.90909090908826
2028,TOA PAYOH,BRADDELL,Linear,71.81818181817653
2029,TOA PAYOH,BRADDELL,Linear,0.0
2030,TOA PAYOH,BRADDELL,Linear,0.0
2026,TOA PAYOH,BRADDELL,Prophet,440.93867420094483
2027,TOA PAYOH,BRADDELL,Prophet,407.64475436933975
2028,TOA PAYOH,BRADDELL,Prophet,374.2596183190176
2029,TOA PAYOH,BRADDELL,Prophet,340.9656984874125
2030,TOA PAYOH,BRADDELL,Prophet,307.67177865580743
2026,TOA PAYOH,JOO SENG,Linear,278.33333333334303
2027,TOA PAYOH,JOO SENG,Linear,227.48484848484804
2028,TOA PAYOH,JOO SENG,Linear,176.6363636363676
2029,TOA PAYOH,JOO SENG,Linear,125.78787878788717
2030,TOA PAYOH,JOO SENG,Linear,74.93939393939218
2026,TOA PAYOH,JOO SENG,Prophet,372.43879186948425
2027,TOA PAYOH,JOO SENG,Prophet,343.02126273471964
2028,TOA PAYOH,JOO SENG,Prophet,313.52313762972284
2029,TOA PAYOH,JOO SENG,Prophet,284.1056084949583
2030,TOA PAYOH,JOO SENG,Prophet,254.68807936019368
2026,TOA PAYOH,KIM KEAT,Linear,208.33333333334303
2027,TOA PAYOH,KIM KEAT,Linear,168.848484848495
2028,TOA PAYOH,KIM KEAT,Linear,129.36363636364695
2029,TOA PAYOH,KIM KEAT,Linear,89.8787878787989
2030,TOA PAYOH,KIM KEAT,Linear,50.39393939395086
2026,TOA PAYOH,KIM KEAT,Prophet,231.4042725005137
2027,TOA PAYOH,KIM KEAT,Prophet,195.98022761503273
2028,TOA PAYOH,KIM KEAT,Prophet,160.45913055178318
2029,TOA PAYOH,KIM KEAT,Prophet,125.03508566630235
2030,TOA PAYOH,KIM KEAT,Prophet,89.6110407808214
2026,TOA PAYOH,LORONG 8 TOA PAYOH,Linear,25.333333333343035
2027,TOA PAYOH,LORONG 8 TOA PAYOH,Linear,0.0
2028,TOA PAYOH,LORONG 8 TOA PAYOH,Linear,0.0
2029,TOA PAYOH,LORONG 8 TOA PAYOH,Linear,0.0
2030,TOA PAYOH,LORONG 8 TOA PAYOH,Linear,0.0
2026,TOA PAYOH,LORONG 8 TOA PAYOH,Prophet,59.86951351301587
2027,TOA PAYOH,LORONG 8 TOA PAYOH,Prophet,14.258358994272346
2028,TOA PAYOH,LORONG 8 TOA PAYOH,Prophet,0.0
2029,TOA PAYOH,LORONG 8 TOA PAYOH,Prophet,0.0
2030,TOA PAYOH,LORONG 8 TOA PAYOH,Prophet,0.0
2026,TOA PAYOH,PEI CHUN,Linear,57.0
2027,TOA PAYOH,PEI CHUN,Linear,0.0
2028,TOA PAYOH,PEI CHUN,Linear,0.0
2029,TOA PAYOH,PEI CHUN,Linear,0.0
2030,TOA PAYOH,PEI CHUN,Linear,0.0
2026,TOA PAYOH,PEI CHUN,Prophet,67.2037709310882
2027,TOA PAYOH,PEI CHUN,Prophet,0.0
2028,TOA PAYOH,PEI CHUN,Prophet,0.0
2029,TOA PAYOH,PEI CHUN,Prophet,0.0
2030,TOA PAYOH,PEI CHUN,Prophet,0.0
2026,TOA PAYOH,POTONG PASIR,Linear,275.66666666668607
2027,TOA PAYOH,POTONG PASIR,Linear,201.2424242424313
2028,TOA PAYOH,POTONG PASIR,Linear,126.81818181820563
2029,TOA PAYOH,POTONG PASIR,Linear,52.39393939395086
2030,TOA PAYOH,POTONG PASIR,Linear,0.0
2026,TOA PAYOH,POTONG PASIR,Prophet,394.2062657443259
2027,TOA PAYOH,POTONG PASIR,Prophet,340.5078065325672
2028,TOA PAYOH,POTONG PASIR,Prophet,286.6622282544745
2029,TOA PAYOH,POTONG PASIR,Prophet,232.96376904271557
2030,TOA PAYOH,POTONG PASIR,Prophet,179.26530983095668
2026,TOA PAYOH,SENNETT,Linear,2059.666666666628
2027,TOA PAYOH,SENNETT,Linear,2251.60606060602
2028,TOA PAYOH,SENNETT,Linear,2443.545454545412
2029,TOA PAYOH,SENNETT,Linear,2635.4848484848044
2030,TOA PAYOH,SENNETT,Linear,2827.4242424241966
2026,TOA PAYOH,SENNETT,Prophet,1207.0833311848678
2027,TOA PAYOH,SENNETT,Prophet,1252.603227024344
2028,TOA PAYOH,SENNETT,Prophet,1298.2478349072169
2029,TOA PAYOH,SENNETT,Prophet,1343.7677307466931
2030,TOA PAYOH,SENNETT,Prophet,1389.2876265861698
2026,TOA PAYOH,TOA PAYOH CENTRAL,Linear,200.0
2027,TOA PAYOH,TOA PAYOH CENTRAL,Linear,0.0
2028,TOA PAYOH,TOA PAYOH CENTRAL,Linear,0.0
2029,TOA PAYOH,TOA PAYOH CENTRAL,Linear,0.0
2030,TOA PAYOH,TOA PAYOH CENTRAL,Linear,0.0
2026,TOA PAYOH,TOA PAYOH CENTRAL,Prophet,2157.880751762382
2027,TOA PAYOH,TOA PAYOH CENTRAL,Prophet,2121.719335356583
2028,TOA PAYOH,TOA PAYOH CENTRAL,Prophet,2085.45884657707
2029,TOA PAYOH,TOA PAYOH CENTRAL,Prophet,2049.297430171271
2030,TOA PAYOH,TOA PAYOH CENTRAL,Prophet,2013.1360137654724
2026,TOA PAYOH,TOA PAYOH WEST,Linear,444.66666666668607
2027,TOA PAYOH,TOA PAYOH WEST,Linear,377.9696969696961
2028,TOA PAYOH,TOA PAYOH WEST,Linear,311.2727272727352
2029,TOA PAYOH,TOA PAYOH WEST,Linear,244.57575757577433
2030,TOA PAYOH,TOA PAYOH WEST,Linear,177.87878787878435
2026,TOA PAYOH,TOA PAYOH WEST,Prophet,576.0310552977237
2027,TOA PAYOH,TOA PAYOH WEST,Prophet,538.8999334156681
2028,TOA PAYOH,TOA PAYOH WEST,Prophet,501.6670824325656
2029,TOA PAYOH,TOA PAYOH WEST,Prophet,464.53596055051
2030,TOA PAYOH,TOA PAYOH WEST,Prophet,427.4048386684544
2026,TOA PAYOH,WOODLEIGH,Linear,108.0
2027,TOA PAYOH,WOODLEIGH,Linear,88.27272727272793
2028,TOA PAYOH,WOODLEIGH,Linear,68.54545454545587
2029,TOA PAYOH,WOODLEIGH,Linear,48.8181818181838
2030,TOA PAYOH,WOODLEIGH,Linear,29.090909090911737
2026,TOA PAYOH,WOODLEIGH,Prophet,222.69680302578416
2027,TOA PAYOH,WOODLEIGH,Prophet,223.0092819342764
2028,TOA PAYOH,WOODLEIGH,Prophet,223.32261694936727
2029,TOA PAYOH,WOODLEIGH,Prophet,223.6350958578595
2030,TOA PAYOH,WOODLEIGH,Prophet,223.94757476635175
2026,TUAS,TENGEH,Linear,0.0
2027,TUAS,TENGEH,Linear,0.0
2028,TUAS,TENGEH,Linear,0.0
2029,TUAS,TENGEH,Linear,0.0
2030,TUAS,TENGEH,Linear,0.0
2026,TUAS,TENGEH,Prophet,0.0
2027,TUAS,TENGEH,Prophet,0.0
2028,TUAS,TENGEH,Prophet,0.0
2029,TUAS,TENGEH,Prophet,0.0
2030,TUAS,TENGEH,Prophet,0.0
2026,TUAS,TUAS BAY,Linear,0.0
2027,TUAS,TUAS BAY,Linear,0.0
2028,TUAS,TUAS BAY,Linear,0.0
2029,TUAS,TUAS BAY,Linear,0.0
2030,TUAS,TUAS BAY,Linear,0.0
2026,TUAS,TUAS BAY,Prophet,0.0
2027,TUAS,TUAS BAY,Prophet,0.0
2028,TUAS,TUAS BAY,Prophet,0.0
2029,TUAS,TUAS BAY,Prophet,0.0
2030,TUAS,TUAS BAY,Prophet,0.0
2026,TUAS,TUAS NORTH,Linear,0.0
2027,TUAS,TUAS NORTH,Linear,0.0
2028,TUAS,TUAS NORTH,Linear,0.0
2029,TUAS,TUAS NORTH,Linear,0.0
2030,TUAS,TUAS NORTH,Linear,0.0
2026,TUAS,TUAS NORTH,Prophet,0.0
2027,TUAS,TUAS NORTH,Prophet,0.0
2028,TUAS,TUAS NORTH,Prophet,0.0
2029,TUAS,TUAS NORTH,Prophet,0.0
2030,TUAS,TUAS NORTH,Prophet,0.0
2026,TUAS,TUAS PROMENADE,Linear,0.0
2027,TUAS,TUAS PROMENADE,Linear,0.0
2028,TUAS,TUAS PROMENADE,Linear,0.0
2029,TUAS,TUAS PROMENADE,Linear,0.0
2030,TUAS,TUAS PROMENADE,Linear,0.0
2026,TUAS,TUAS PROMENADE,Prophet,0.0
2027,TUAS,TUAS PROMENADE,Prophet,0.0
2028,TUAS,TUAS PROMENADE,Prophet,0.0
2029,TUAS,TUAS PROMENADE,Prophet,0.0
2030,TUAS,TUAS PROMENADE,Prophet,0.0
2026,TUAS,TUAS VIEW,Linear,0.0
2027,TUAS,TUAS VIEW,Linear,0.0
2028,TUAS,TUAS VIEW,Linear,0.0
2029,TUAS,TUAS VIEW,Linear,0.0
2030,TUAS,TUAS VIEW,Linear,0.0
2026,TUAS,TUAS VIEW,Prophet,0.0
2027,TUAS,TUAS VIEW,Prophet,0.0
2028,TUAS,TUAS VIEW,Prophet,0.0
2029,TUAS,TUAS VIEW,Prophet,0.0
2030,TUAS,TUAS VIEW,Prophet,0.0
2026,TUAS,TUAS VIEW EXTENSION,Linear,0.0
2027,TUAS,TUAS VIEW EXTENSION,Linear,0.0
2028,TUAS,TUAS VIEW EXTENSION,Linear,0.0
2029,TUAS,TUAS VIEW EXTENSION,Linear,0.0
2030,TUAS,TUAS VIEW EXTENSION,Linear,0.0
2026,TUAS,TUAS VIEW EXTENSION,Prophet,0.0
2027,TUAS,TUAS VIEW EXTENSION,Prophet,0.0
2028,TUAS,TUAS VIEW EXTENSION,Prophet,0.0
2029,TUAS,TUAS VIEW EXTENSION,Prophet,0.0
