year,planning_area_clean,subzone_clean,model,forecast_children_18m_to_6
2030,TUAS,TUAS VIEW EXTENSION,Prophet,0.0
2026,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,Linear,0.0
2027,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,Linear,0.0
2028,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,Linear,0.0
2029,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,Linear,0.0
2030,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,Linear,0.0
2026,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,Prophet,0.0
2027,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,Prophet,0.0
2028,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,Prophet,0.0
2029,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,Prophet,0.0
2030,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,Prophet,0.0
2026,WESTERN ISLANDS,SEMAKAU,Linear,0.0
2027,WESTERN ISLANDS,SEMAKAU,Linear,0.0
2028,WESTERN ISLANDS,SEMAKAU,Linear,0.0
2029,WESTERN ISLANDS,SEMAKAU,Linear,0.0
2030,WESTERN ISLANDS,SEMAKAU,Linear,0.0
2026,WESTERN ISLANDS,SEMAKAU,Prophet,0.0
2027,WESTERN ISLANDS,SEMAKAU,Prophet,0.0
2028,WESTERN ISLANDS,SEMAKAU,Prophet,0.0
2029,WESTERN ISLANDS,SEMAKAU,Prophet,0.0
2030,WESTERN ISLANDS,SEMAKAU,Prophet,0.0
2026,WESTERN ISLANDS,SUDONG,Linear,0.0
2027,WESTERN ISLANDS,SUDONG,Linear,0.0
2028,WESTERN ISLANDS,SUDONG,Linear,0.0
2029,WESTERN ISLANDS,SUDONG,Linear,0.0
2030,WESTERN ISLANDS,SUDONG,Linear,0.0
2026,WESTERN ISLANDS,SUDONG,Prophet,0.0
2027,WESTERN ISLANDS,SUDONG,Prophet,0.0
2028,WESTERN ISLANDS,SUDONG,Prophet,0.0
2029,WESTERN ISLANDS,SUDONG,Prophet,0.0
2030,WESTERN ISLANDS,SUDONG,Prophet,0.0
2026,WESTERN WATER CATCHMENT,BAHAR,Linear,0.0
2027,WESTERN WATER CATCHMENT,BAHAR,Linear,0.0
2028,WESTERN WATER CATCHMENT,BAHAR,Linear,0.0
2029,WESTERN WATER CATCHMENT,BAHAR,Linear,0.0
2030,WESTERN WATER CATCHMENT,BAHAR,Linear,0.0
2026,WESTERN WATER CATCHMENT,BAHAR,Prophet,0.0
2027,WESTERN WATER CATCHMENT,BAHAR,Prophet,0.0
2028,WESTERN WATER CATCHMENT,BAHAR,Prophet,0.0
2029,WESTERN WATER CATCHMENT,BAHAR,Prophet,0.0
2030,WESTERN WATER CATCHMENT,BAHAR,Prophet,0.0
2026,WESTERN WATER CATCHMENT,CLEANTECH,Linear,0.0
2027,WESTERN WATER CATCHMENT,CLEANTECH,Linear,0.0
2028,WESTERN WATER CATCHMENT,CLEANTECH,Linear,0.0
2029,WESTERN WATER CATCHMENT,CLEANTECH,Linear,0.0
2030,WESTERN WATER CATCHMENT,CLEANTECH,Linear,0.0
2026,WESTERN WATER CATCHMENT,CLEANTECH,Prophet,0.0
2027,WESTERN WATER CATCHMENT,CLEANTECH,Prophet,0.0
2028,WESTERN WATER CATCHMENT,CLEANTECH,Prophet,0.0
2029,WESTERN WATER CATCHMENT,CLEANTECH,Prophet,0.0
2030,WESTERN WATER CATCHMENT,CLEANTECH,Prophet,0.0
2026,WESTERN WATER CATCHMENT,MURAI,Linear,0.0
2027,WESTERN WATER CATCHMENT,MURAI,Linear,0.0
2028,WESTERN WATER CATCHMENT,MURAI,Linear,0.0
2029,WESTERN WATER CATCHMENT,MURAI,Linear,0.0
2030,WESTERN WATER CATCHMENT,MURAI,Linear,0.0
2026,WESTERN WATER CATCHMENT,MURAI,Prophet,10.0
2027,WESTERN WATER CATCHMENT,MURAI,Prophet,10.0
2028,WESTERN WATER CATCHMENT,MURAI,Prophet,10.0
2029,WESTERN WATER CATCHMENT,MURAI,Prophet,10.0
2030,WESTERN WATER CATCHMENT,MURAI,Prophet,10.0
2026,WOODLANDS,GREENWOOD PARK,Linear,0.0
2027,WOODLANDS,GREENWOOD PARK,Linear,0.0
2028,WOODLANDS,GREENWOOD PARK,Linear,0.0
2029,WOODLANDS,GREENWOOD PARK,Linear,0.0
2030,WOODLANDS,GREENWOOD PARK,Linear,0.0
2026,WOODLANDS,GREENWOOD PARK,Prophet,0.0
2027,WOODLANDS,GREENWOOD PARK,Prophet,0.0
2028,WOODLANDS,GREENWOOD PARK,Prophet,0.0
2029,WOODLANDS,GREENWOOD PARK,Prophet,0.0
2030,WOODLANDS,GREENWOOD PARK,Prophet,0.0
2026,WOODLANDS,MIDVIEW,Linear,834.6666666667443
2027,WOODLANDS,MIDVIEW,Linear,496.6969696970191
2028,WOODLANDS,MIDVIEW,Linear,158.7272727272939
2029,WOODLANDS,MIDVIEW,Linear,0.0
2030,WOODLANDS,MIDVIEW,Linear,0.0
2026,WOODLANDS,MIDVIEW,Prophet,1320.3758817013868
2027,WOODLANDS,MIDVIEW,Prophet,1106.6021285873567
2028,WOODLANDS,MIDVIEW,Prophet,892.2426939579439
2029,WOODLANDS,MIDVIEW,Prophet,678.4689408439137
2030,WOODLANDS,MIDVIEW,Prophet,464.6951877298836
2026,WOODLANDS,NORTH COAST,Linear,19.66666666668607
2027,WOODLANDS,NORTH COAST,Linear,0.0
2028,WOODLANDS,NORTH COAST,Linear,0.0
2029,WOODLANDS,NORTH COAST,Linear,0.0
2030,WOODLANDS,NORTH COAST,Linear,0.0
2026,WOODLANDS,NORTH COAST,Prophet,60.621338694936796
2027,WOODLANDS,NORTH COAST,Prophet,0.0
2028,WOODLANDS,NORTH COAST,Prophet,0.0
2029,WOODLANDS,NORTH COAST,Prophet,0.0
2030,WOODLANDS,NORTH COAST,Prophet,0.0
2026,WOODLANDS,SENOKO WEST,Linear,0.0
2027,WOODLANDS,SENOKO WEST,Linear,0.0
2028,WOODLANDS,SENOKO WEST,Linear,0.0
2029,WOODLANDS,SENOKO WEST,Linear,0.0
2030,WOODLANDS,SENOKO WEST,Linear,0.0
2026,WOODLANDS,SENOKO WEST,Prophet,0.0
2027,WOODLANDS,SENOKO WEST,Prophet,0.0
2028,WOODLANDS,SENOKO WEST,Prophet,0.0
2029,WOODLANDS,SENOKO WEST,Prophet,0.0
2030,WOODLANDS,SENOKO WEST,Prophet,0.0
2026,WOODLANDS,WOODGROVE,Linear,436.3333333332557
2027,WOODLANDS,WOODGROVE,Linear,166.93939393933397
2028,WOODLANDS,WOODGROVE,Linear,0.0
2029,WOODLANDS,WOODGROVE,Linear,0.0
2030,WOODLANDS,WOODGROVE,Linear,0.0
2026,WOODLANDS,WOODGROVE,Prophet,656.4937591099549
2027,WOODLANDS,WOODGROVE,Prophet,434.4673101596928
2028,WOODLANDS,WOODGROVE,Prophet,211.8325695684706
2029,WOODLANDS,WOODGROVE,Prophet,0.0
2030,WOODLANDS,WOODGROVE,Prophet,0.0
2026,WOODLANDS,WOODLANDS EAST,Linear,3471.6666666665114
2027,WOODLANDS,WOODLANDS EAST,Linear,2596.878787878668
2028,WOODLANDS,WOODLANDS EAST,Linear,1722.0909090908244
2029,WOODLANDS,WOODLANDS EAST,Linear,847.3030303029809
2030,WOODLANDS,WOODLANDS EAST,Linear,0.0
2026,WOODLANDS,WOODLANDS EAST,Prophet,5592.947712311554
2027,WOODLANDS,WOODLANDS EAST,Prophet,5046.630934812911
2028,WOODLANDS,WOODLANDS EAST,Prophet,4498.817399019745
2029,WOODLANDS,WOODLANDS EAST,Prophet,3952.500621521101
2030,WOODLANDS,WOODLANDS EAST,Prophet,3406.1838440224556
2026,WOODLANDS,WOODLANDS REGIONAL CENTRE,Linear,0.0
2027,WOODLANDS,WOODLANDS REGIONAL CENTRE,Linear,0.0
2028,WOODLANDS,WOODLANDS REGIONAL CENTRE,Linear,0.0
2029,WOODLANDS,WOODLANDS REGIONAL CENTRE,Linear,0.0
2030,WOODLANDS,WOODLANDS REGIONAL CENTRE,Linear,0.0
2026,WOODLANDS,WOODLANDS REGIONAL CENTRE,Prophet,0.0
2027,WOODLANDS,WOODLANDS REGIONAL CENTRE,Prophet,0.0
2028,WOODLANDS,WOODLANDS REGIONAL CENTRE,Prophet,0.0
2029,WOODLANDS,WOODLANDS REGIONAL CENTRE,Prophet,0.0
2030,WOODLANDS,WOODLANDS REGIONAL CENTRE,Prophet,0.0
2026,WOODLANDS,WOODLANDS SOUTH,Linear,1013.3333333332557
2027,WOODLANDS,WOODLANDS SOUTH,Linear,518.575757575687
2028,WOODLANDS,WOODLANDS SOUTH,Linear,23.81818181811832
2029,WOODLANDS,WOODLANDS SOUTH,Linear,0.0
2030,WOODLANDS,WOODLANDS SOUTH,Linear,0.0
2026,WOODLANDS,WOODLANDS SOUTH,Prophet,3253.7176764423607
2027,WOODLANDS,WOODLANDS SOUTH,Prophet,3137.2421072052366
2028,WOODLANDS,WOODLANDS SOUTH,Prophet,3020.4474268195177
2029,WOODLANDS,WOODLANDS SOUTH,Prophet,2903.9718575823945
2030,WOODLANDS,WOODLANDS SOUTH,Prophet,2787.4962883452704
2026,WOODLANDS,WOODLANDS WEST,Linear,1574.6666666666279
2027,WOODLANDS,WOODLANDS WEST,Linear,1426.4242424241966
2028,WOODLANDS,WOODLANDS WEST,Linear,1278.1818181818235
2029,WOODLANDS,WOODLANDS WEST,Linear,1129.9393939393922
2030,WOODLANDS,WOODLANDS WEST,Linear,981.6969696969609
2026,WOODLANDS,WOODLANDS WEST,Prophet,1802.5175901156754
2027,WOODLANDS,WOODLANDS WEST,Prophet,1704.8590175237741
2028,WOODLANDS,WOODLANDS WEST,Prophet,1606.9328871987436
2029,WOODLANDS,WOODLANDS WEST,Prophet,1509.2743146068415
2030,WOODLANDS,WOODLANDS WEST,Prophet,1411.6157420149405
2026,YISHUN,KHATIB,Linear,186.0
2027,YISHUN,KHATIB,Linear,123.72727272727934
2028,YISHUN,KHATIB,Linear,61.45454545454413
2029,YISHUN,KHATIB,Linear,0.0
2030,YISHUN,KHATIB,Linear,0.0
2026,YISHUN,KHATIB,Prophet,233.82551966455864
2027,YISHUN,KHATIB,Prophet,181.0042143683583
2028,YISHUN,KHATIB,Prophet,128.0381931672365
2029,YISHUN,KHATIB,Prophet,75.21688787103591
2030,YISHUN,KHATIB,Prophet,22.395582574835558
2026,YISHUN,LOWER SELETAR,Linear,2124.333333333314
2027,YISHUN,LOWER SELETAR,Linear,2024.9393939393922
2028,YISHUN,LOWER SELETAR,Linear,1925.5454545454413
2029,YISHUN,LOWER SELETAR,Linear,1826.1515151515196
2030,YISHUN,LOWER SELETAR,Linear,1726.7575757575687
2026,YISHUN,LOWER SELETAR,Prophet,2983.4058220748816
2027,YISHUN,LOWER SELETAR,Prophet,3122.486804932543
2028,YISHUN,LOWER SELETAR,Prophet,3261.948831578857
2029,YISHUN,LOWER SELETAR,Prophet,3401.029814436518
2030,YISHUN,LOWER SELETAR,Prophet,3540.11079729418
2026,YISHUN,NEE SOON,Linear,0.0
2027,YISHUN,NEE SOON,Linear,0.0
2028,YISHUN,NEE SOON,Linear,0.0
2029,YISHUN,NEE SOON,Linear,0.0
2030,YISHUN,NEE SOON,Linear,0.0
2026,YISHUN,NEE SOON,Prophet,52.763382820752724
2027,YISHUN,NEE SOON,Prophet,50.77963972996278
2028,YISHUN,NEE SOON,Prophet,48.79046172659532
2029,YISHUN,NEE SOON,Prophet,46.806718635805375
2030,YISHUN,NEE SOON,Prophet,44.82297554501544
2026,YISHUN,NORTHLAND,Linear,452.0
2027,YISHUN,NORTHLAND,Linear,226.45454545452958
2028,YISHUN,NORTHLAND,Linear,0.9090909091173671
2029,YISHUN,NORTHLAND,Linear,0.0
2030,YISHUN,NORTHLAND,Linear,0.0
2026,YISHUN,NORTHLAND,Prophet,562.021778235501
2027,YISHUN,NORTHLAND,Prophet,357.88906307237437
2028,YISHUN,NORTHLAND,Prophet,153.19708019647106
2029,YISHUN,NORTHLAND,Prophet,0.0
2030,YISHUN,NORTHLAND,Prophet,0.0
2026,YISHUN,SPRINGLEAF,Linear,69.66666666667152
2027,YISHUN,SPRINGLEAF,Linear,39.87878787879163
2028,YISHUN,SPRINGLEAF,Linear,10.090909090911737
2029,YISHUN,SPRINGLEAF,Linear,0.0
2030,YISHUN,SPRINGLEAF,Linear,0.0
2026,YISHUN,SPRINGLEAF,Prophet,202.85917416041514
2027,YISHUN,SPRINGLEAF,Prophet,195.83403291209433
2028,YISHUN,SPRINGLEAF,Prophet,188.78964470144933
2029,YISHUN,SPRINGLEAF,Prophet,181.7645034531285
2030,YISHUN,SPRINGLEAF,Prophet,174.7393622048077
2026,YISHUN,YISHUN CENTRAL,Linear,122.33333333333394
2027,YISHUN,YISHUN CENTRAL,Linear,119.75757575757598
2028,YISHUN,YISHUN CENTRAL,Linear,117.18181818181893
2029,YISHUN,YISHUN CENTRAL,Linear,114.60606060606096
2030,YISHUN,YISHUN CENTRAL,Linear,112.030303030303
2026,YISHUN,YISHUN CENTRAL,Prophet,88.70121134105702
2027,YISHUN,YISHUN CENTRAL,Prophet,82.67222494489779
2028,YISHUN,YISHUN CENTRAL,Prophet,76.62672077779011
2029,YISHUN,YISHUN CENTRAL,Prophet,70.59773438163089
2030,YISHUN,YISHUN CENTRAL,Prophet,64.56874798547163
2026,YISHUN,YISHUN EAST,Linear,3101.3333333334886
2027,YISHUN,YISHUN EAST,Linear,2287.57575757592
2028,YISHUN,YISHUN EAST,Linear,1473.8181818183511
2029,YISHUN,YISHUN EAST,Linear,660.0606060607824
2030,YISHUN,YISHUN EAST,Linear,0.0
2026,YISHUN,YISHUN EAST,Prophet,7372.6976343057995
2027,YISHUN,YISHUN EAST,Prophet,7465.734837538795
2028,YISHUN,YISHUN EAST,Prophet,7559.026937219004
2029,YISHUN,YISHUN EAST,Prophet,7652.064140451999
2030,YISHUN,YISHUN EAST,Prophet,7745.101343684994
2026,YISHUN,YISHUN SOUTH,Linear,1636.3333333333721
2027,YISHUN,YISHUN SOUTH,Linear,1427.030303030333
2028,YISHUN,YISHUN SOUTH,Linear,1217.727272727294
2029,YISHUN,YISHUN SOUTH,Linear,1008.4242424242548
2030,YISHUN,YISHUN SOUTH,Linear,799.1212121212156
2026,YISHUN,YISHUN SOUTH,Prophet,1750.6280200068868
2027,YISHUN,YISHUN SOUTH,Prophet,1582.7026149949634
2028,YISHUN,YISHUN SOUTH,Prophet,1414.3171403802671
2029,YISHUN,YISHUN SOUTH,Prophet,1246.3917353683446
2030,YISHUN,YISHUN SOUTH,Prophet,1078.466330356422
2026,YISHUN,YISHUN WEST,Linear,562.3333333332557
2027,YISHUN,YISHUN WEST,Linear,84.57575757568702
2028,YISHUN,YISHUN WEST,Linear,0.0
2029,YISHUN,YISHUN WEST,Linear,0.0
2030,YISHUN,YISHUN WEST,Linear,0.0
2026,YISHUN,YISHUN WEST,Prophet,804.854172348779
2027,YISHUN,YISHUN WEST,Prophet,372.9326477634461
2028,YISHUN,YISHUN WEST,Prophet,0.0
2029,YISHUN,YISHUN WEST,Prophet,0.0
2030,YISHUN,YISHUN WEST,Prophet,0.0
2026,ANG MO KIO,ANG MO KIO TOWN CENTRE,XGBoost,122.7784194946289
2026,ANG MO KIO,CHENG SAN,XGBoost,786.6173706054688
2026,ANG MO KIO,CHONG BOON,XGBoost,644.40478515625
2026,ANG MO KIO,KEBUN BAHRU,XGBoost,576.9378051757812
2026,ANG MO KIO,SEMBAWANG HILLS,XGBoost,250.11021423339844
2026,ANG MO KIO,SHANGRI LA,XGBoost,765.52783203125
2026,ANG MO KIO,TAGORE,XGBoost,250.11021423339844
2026,ANG MO KIO,TOWNSVILLE,XGBoost,474.42767333984375
2026,ANG MO KIO,YIO CHU KANG,XGBoost,0.0
2026,ANG MO KIO,YIO CHU KANG EAST,XGBoost,158.50257873535156
2026,ANG MO KIO,YIO CHU KANG NORTH,XGBoost,0.0
2026,ANG MO KIO,YIO CHU KANG WEST,XGBoost,788.109130859375
2026,BEDOK,BAYSHORE,XGBoost,361.1785583496094
2026,BEDOK,BEDOK NORTH,XGBoost,2537.728759765625
2026,BEDOK,BEDOK RESERVOIR,XGBoost,1051.4227294921875
2026,BEDOK,BEDOK SOUTH,XGBoost,1665.967529296875
2026,BEDOK,FRANKEL,XGBoost,1665.967529296875
2026,BEDOK,KAKI BUKIT,XGBoost,1210.864990234375
2026,BEDOK,KEMBANGAN,XGBoost,1093.9779052734375
2026,BEDOK,SIGLAP,XGBoost,214.92819213867188
2026,BISHAN,BISHAN EAST,XGBoost,1026.115966796875
2026,BISHAN,MARYMOUNT,XGBoost,1101.3173828125
2026,BISHAN,UPPER THOMSON,XGBoost,1342.7879638671875
2026,BOON LAY,LIU FANG,XGBoost,0.0
2026,BOON LAY,SAMULUN,XGBoost,0.0
2026,BOON LAY,SHIPYARD,XGBoost,0.0
2026,BOON LAY,TUKANG,XGBoost,0.0
2026,BUKIT BATOK,BRICKWORKS,XGBoost,3341.744873046875
2026,BUKIT BATOK,BUKIT BATOK CENTRAL,XGBoost,1187.1370849609375
2026,BUKIT BATOK,BUKIT BATOK EAST,XGBoost,317.66497802734375
2026,BUKIT BATOK,BUKIT BATOK SOUTH,XGBoost,584.3069458007812
2026,BUKIT BATOK,BUKIT BATOK WEST,XGBoost,571.7836303710938
2026,BUKIT BATOK,GOMBAK,XGBoost,317.66497802734375
2026,BUKIT BATOK,GUILIN,XGBoost,455.5218200683594
2026,BUKIT BATOK,HILLVIEW,XGBoost,584.3069458007812
2026,BUKIT BATOK,HONG KAH NORTH,XGBoost,747.9727172851562
2026,BUKIT MERAH,ALEXANDRA HILL,XGBoost,479.22125244140625
2026,BUKIT MERAH,ALEXANDRA NORTH,XGBoost,167.3247528076172
2026,BUKIT MERAH,BUKIT HO SWEE,XGBoost,410.1491394042969
2026,BUKIT MERAH,BUKIT MERAH,XGBoost,0.20448754727840424
2026,BUKIT MERAH,CITY TERMINALS,XGBoost,0.0
2026,BUKIT MERAH,DEPOT ROAD,XGBoost,309.109619140625
2026,BUKIT MERAH,EVERTON PARK,XGBoost,178.6170196533203
2026,BUKIT MERAH,HENDERSON HILL,XGBoost,369.2380065917969
2026,BUKIT MERAH,KAMPONG TIONG BAHRU,XGBoost,283.47503662109375
2026,BUKIT MERAH,MARITIME SQUARE,XGBoost,284.25201416015625
2026,BUKIT MERAH,REDHILL,XGBoost,437.397216796875
2026,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,XGBoost,0.0
2026,BUKIT MERAH,TELOK BLANGAH DRIVE,XGBoost,941.7227172851562
2026,BUKIT MERAH,TELOK BLANGAH RISE,XGBoost,317.66497802734375
2026,BUKIT MERAH,TELOK BLANGAH WAY,XGBoost,192.4362030029297
2026,BUKIT MERAH,TIONG BAHRU,XGBoost,457.3284912109375
2026,BUKIT MERAH,TIONG BAHRU STATION,XGBoost,479.22125244140625
2026,BUKIT PANJANG,BANGKIT,XGBoost,633.7855224609375
2026,BUKIT PANJANG,DAIRY FARM,XGBoost,359.704833984375
2026,BUKIT PANJANG,FAJAR,XGBoost,1210.864990234375
2026,BUKIT PANJANG,JELEBU,XGBoost,843.7694091796875
2026,BUKIT PANJANG,NATURE RESERVE,XGBoost,137.10247802734375
2026,BUKIT PANJANG,SAUJANA,XGBoost,1199.5777587890625
2026,BUKIT PANJANG,SENJA,XGBoost,1340.28173828125
2026,BUKIT TIMAH,ANAK BUKIT,XGBoost,1164.006103515625
2026,BUKIT TIMAH,CORONATION ROAD,XGBoost,479.22125244140625
2026,BUKIT TIMAH,FARRER COURT,XGBoost,571.8309326171875
2026,BUKIT TIMAH,HILLCREST,XGBoost,584.3069458007812
2026,BUKIT TIMAH,HOLLAND ROAD,XGBoost,633.7855224609375
2026,BUKIT TIMAH,LEEDON PARK,XGBoost,359.704833984375
2026,BUKIT TIMAH,SWISS CLUB,XGBoost,359.704833984375
2026,BUKIT TIMAH,ULU PANDAN,XGBoost,571.7836303710938
2026,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,XGBoost,0.0
2026,CHANGI,CHANGI AIRPORT,XGBoost,0.0
2026,CHANGI,CHANGI POINT,XGBoost,0.0
2026,CHANGI,CHANGI WEST,XGBoost,134.34341430664062
2026,CHANGI BAY,CHANGI BAY,XGBoost,0.0
2026,CHOA CHU KANG,CHOA CHU KANG CENTRAL,XGBoost,843.7694091796875
2026,CHOA CHU KANG,CHOA CHU KANG NORTH,XGBoost,879.6683349609375
2026,CHOA CHU KANG,KEAT HONG,XGBoost,2760.041259765625
2026,CHOA CHU KANG,PENG SIANG,XGBoost,1513.0986328125
2026,CHOA CHU KANG,TECK WHYE,XGBoost,800.93017578125
2026,CHOA CHU KANG,YEW TEE,XGBoost,1343.915771484375
2026,CLEMENTI,CLEMENTI CENTRAL,XGBoost,514.6223754882812
2026,CLEMENTI,CLEMENTI NORTH,XGBoost,1407.5828857421875
2026,CLEMENTI,CLEMENTI WEST,XGBoost,369.19073486328125
2026,CLEMENTI,CLEMENTI WOODS,XGBoost,913.9830322265625
2026,CLEMENTI,FABER,XGBoost,644.2360229492188
2026,CLEMENTI,PANDAN,XGBoost,0.0
2026,CLEMENTI,SUNSET WAY,XGBoost,251.64950561523438
2026,CLEMENTI,TOH TUCK,XGBoost,0.0
2026,CLEMENTI,WEST COAST,XGBoost,584.3069458007812
2026,DOWNTOWN CORE,ANSON,XGBoost,0.0
2026,DOWNTOWN CORE,BAYFRONT SUBZONE,XGBoost,0.0
2026,DOWNTOWN CORE,BUGIS,XGBoost,1.0212010145187378
2026,DOWNTOWN CORE,CECIL,XGBoost,1.0212010145187378
2026,DOWNTOWN CORE,CENTRAL SUBZONE,XGBoost,35.033817291259766
2026,DOWNTOWN CORE,CITY HALL,XGBoost,0.0
2026,DOWNTOWN CORE,CLIFFORD PIER,XGBoost,0.0
2026,DOWNTOWN CORE,MARINA CENTRE,XGBoost,0.0
2026,DOWNTOWN CORE,MAXWELL,XGBoost,0.0
2026,DOWNTOWN CORE,NICOLL,XGBoost,0.0
2026,DOWNTOWN CORE,PHILLIP,XGBoost,0.0
2026,DOWNTOWN CORE,RAFFLES PLACE,XGBoost,0.0
2026,DOWNTOWN CORE,TANJONG PAGAR,XGBoost,6.197242259979248
2026,GEYLANG,ALJUNIED,XGBoost,1870.5501708984375
2026,GEYLANG,GEYLANG EAST,XGBoost,1407.5828857421875
2026,GEYLANG,KALLANG WAY,XGBoost,0.0
2026,GEYLANG,KAMPONG UBI,XGBoost,737.916015625
2026,GEYLANG,MACPHERSON,XGBoost,878.0076293945312
2026,HOUGANG,DEFU INDUSTRIAL PARK,XGBoost,0.0
2026,HOUGANG,HOUGANG CENTRAL,XGBoost,130.14747619628906
2026,HOUGANG,HOUGANG EAST,XGBoost,1047.8602294921875
2026,HOUGANG,HOUGANG WEST,XGBoost,1330.4180908203125
2026,HOUGANG,KANGKAR,XGBoost,1664.4937744140625
2026,HOUGANG,KOVAN,XGBoost,1186.741455078125
2026,HOUGANG,LORONG AH SOO,XGBoost,944.692626953125
2026,HOUGANG,LORONG HALUS,XGBoost,0.0
2026,HOUGANG,TAI SENG,XGBoost,605.1707763671875
2026,HOUGANG,TRAFALGAR,XGBoost,2122.489013671875
2026,JURONG EAST,INTERNATIONAL BUSINESS PARK,XGBoost,0.0
2026,JURONG EAST,JURONG GATEWAY,XGBoost,1.2560088634490967
2026,JURONG EAST,JURONG PORT,XGBoost,0.0
2026,JURONG EAST,JURONG RIVER,XGBoost,0.0
2026,JURONG EAST,LAKESIDE BUSINESS,XGBoost,0.0
2026,JURONG EAST,LAKESIDE LEISURE,XGBoost,0.0
2026,JURONG EAST,PENJURU CRESCENT,XGBoost,0.0
2026,JURONG EAST,TEBAN GARDENS,XGBoost,571.7836303710938
2026,JURONG EAST,TOH GUAN,XGBoost,455.569091796875
2026,JURONG EAST,YUHUA EAST,XGBoost,584.3069458007812
2026,JURONG EAST,YUHUA WEST,XGBoost,571.7836303710938
2026,JURONG WEST,BOON LAY PLACE,XGBoost,1342.7879638671875
2026,JURONG WEST,CHIN BEE,XGBoost,0.0
2026,JURONG WEST,HONG KAH,XGBoost,1705.335693359375
2026,JURONG WEST,JURONG WEST CENTRAL,XGBoost,2148.191650390625
2026,JURONG WEST,KIAN TECK,XGBoost,0.0
2026,JURONG WEST,SAFTI,XGBoost,0.0
2026,JURONG WEST,TAMAN JURONG,XGBoost,1658.427001953125
2026,JURONG WEST,WENYA,XGBoost,359.704833984375
2026,JURONG WEST,YUNNAN,XGBoost,2346.12841796875
2026,KALLANG,BENDEMEER,XGBoost,1620.142333984375
2026,KALLANG,BOON KENG,XGBoost,457.3757629394531
2026,KALLANG,CRAWFORD,XGBoost,151.98463439941406
2026,KALLANG,GEYLANG BAHRU,XGBoost,198.2659149169922
2026,KALLANG,KALLANG BAHRU,XGBoost,0.0
2026,KALLANG,KAMPONG BUGIS,XGBoost,130.14747619628906
2026,KALLANG,KAMPONG JAVA,XGBoost,359.704833984375
2026,KALLANG,LAVENDER,XGBoost,364.6266174316406
2026,KALLANG,TANJONG RHU,XGBoost,364.2689514160156
2026,LIM CHU KANG,LIM CHU KANG,XGBoost,0.0
2026,MANDAI,MANDAI EAST,XGBoost,0.0
2026,MANDAI,MANDAI ESTATE,XGBoost,82.79061126708984
2026,MANDAI,MANDAI WEST,XGBoost,0.0
2026,MARINA EAST,MARINA EAST,XGBoost,0.0
2026,MARINA SOUTH,MARINA SOUTH,XGBoost,0.0
2026,MARINE PARADE,EAST COAST,XGBoost,0.0
2026,MARINE PARADE,KATONG,XGBoost,455.5218200683594
2026,MARINE PARADE,MARINA EAST MP,XGBoost,0.0
2026,MARINE PARADE,MARINE PARADE,XGBoost,1101.876708984375
2026,MARINE PARADE,MOUNTBATTEN,XGBoost,479.22125244140625
2026,MUSEUM,BRAS BASAH,XGBoost,0.0
2026,MUSEUM,DHOBY GHAUT,XGBoost,4.8574724197387695
2026,MUSEUM,FORT CANNING,XGBoost,0.0
2026,NEWTON,CAIRNHILL,XGBoost,257.4794006347656
2026,NEWTON,GOODWOOD PARK,XGBoost,104.3090591430664
2026,NEWTON,ISTANA NEGARA,XGBoost,0.0
2026,NEWTON,MONKS HILL,XGBoost,82.79061126708984
2026,NEWTON,NEWTON CIRCUS,XGBoost,1.0212010145187378
2026,NEWTON,ORANGE GROVE,XGBoost,85.77974700927734
2026,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,XGBoost,0.0
2026,NOVENA,BALESTIER,XGBoost,1276.3485107421875
2026,NOVENA,DUNEARN,XGBoost,151.98463439941406
2026,NOVENA,MALCOLM,XGBoost,257.4794006347656
2026,NOVENA,MOULMEIN,XGBoost,850.7130737304688
2026,NOVENA,MOUNT PLEASANT,XGBoost,0.0
2026,ORCHARD,BOULEVARD,XGBoost,1.1077708005905151
2026,ORCHARD,SOMERSET,XGBoost,0.0
2026,ORCHARD,TANGLIN,XGBoost,0.0
2026,OUTRAM,CHINA SQUARE,XGBoost,0.0
2026,OUTRAM,CHINATOWN,XGBoost,317.66497802734375
2026,OUTRAM,PEARLS HILL,XGBoost,130.14747619628906
2026,OUTRAM,PEOPLES PARK,XGBoost,0.0
2026,PASIR RIS,FLORA DRIVE,XGBoost,584.3069458007812
2026,PASIR RIS,LOYANG EAST,XGBoost,35.033817291259766
2026,PASIR RIS,LOYANG WEST,XGBoost,0.0
2026,PASIR RIS,PASIR RIS CENTRAL,XGBoost,1372.2015380859375
2026,PASIR RIS,PASIR RIS DRIVE,XGBoost,1764.3509521484375
2026,PASIR RIS,PASIR RIS PARK,XGBoost,455.5218200683594
